,id,timestamp,sense_hum,sense_temp,open_hum,open_temp,pressure,water_temp
793,753,2024-02-24 08:24:57,40.1,21.7,85.0,3.22,1011.0,30.0
794,754,2024-02-24 08:30:04,40.2,21.7,85.0,3.22,1011.0,30.0
795,755,2024-02-24 08:35:10,40.1,21.7,85.0,3.21,1011.0,30.0
796,756,2024-02-24 08:45:51,40.0,21.7,83.0,3.39,1011.0,30.0
797,757,2024-02-24 08:50:57,39.9,21.7,82.0,3.51,1011.0,30.0
798,758,2024-02-24 08:56:04,39.9,21.8,82.0,3.62,1011.0,30.0
799,759,2024-02-24 09:01:13,39.9,21.7,81.0,3.97,1011.0,30.0
800,760,2024-02-24 09:06:19,39.9,21.7,82.0,3.62,1011.0,30.0
801,761,2024-02-24 09:11:25,39.8,21.7,79.0,4.07,1011.0,30.0
802,762,2024-02-24 09:16:32,39.8,21.7,77.0,4.61,1012.0,30.0
803,763,2024-02-24 09:21:38,39.7,21.8,77.0,4.61,1012.0,30.0
804,764,2024-02-24 09:26:46,39.7,21.7,75.0,4.66,1012.0,30.0
805,765,2024-02-24 09:31:53,39.7,21.7,75.0,4.66,1012.0,30.0
806,766,2024-02-24 09:37:00,39.6,21.7,76.0,4.63,1012.0,30.0
807,767,2024-02-24 09:42:07,39.6,21.7,76.0,4.69,1012.0,30.0
808,768,2024-02-24 09:47:14,39.7,21.7,76.0,4.69,1012.0,30.0
809,768,2024-02-24 09:47:14,39.7,21.7,76.0,4.69,1012.0,31.0
810,769,2024-02-24 09:52:21,39.7,21.7,69.0,5.24,1012.0,31.0
811,769,2024-02-24 09:52:21,39.7,21.7,69.0,5.24,1012.0,30.0
812,770,2024-02-24 09:57:27,39.7,21.7,69.0,5.24,1012.0,30.0
813,771,2024-02-24 10:02:34,39.6,21.7,69.0,5.24,1012.0,30.0
814,772,2024-02-24 10:07:40,39.6,21.7,66.0,5.73,1013.0,30.0
815,773,2024-02-24 10:12:47,39.6,21.7,66.0,5.8,1013.0,31.0
816,773,2024-02-24 10:12:47,39.6,21.7,66.0,5.8,1013.0,30.0
817,774,2024-02-24 10:17:54,39.5,21.7,65.0,6.08,1013.0,31.0
818,775,2024-02-24 10:23:01,39.5,21.7,65.0,6.08,1013.0,31.0
819,776,2024-02-24 10:28:08,39.4,21.7,65.0,6.29,1013.0,30.0
820,777,2024-02-24 10:33:14,39.4,21.7,64.0,6.33,1013.0,30.0
821,778,2024-02-24 10:38:21,39.4,21.7,64.0,6.33,1013.0,31.0
822,778,2024-02-24 10:38:21,39.4,21.7,64.0,6.33,1013.0,30.0
823,779,2024-02-24 10:43:28,39.4,21.7,64.0,6.33,1013.0,31.0
824,780,2024-02-24 10:48:35,39.4,21.7,63.0,6.72,1013.0,31.0
825,781,2024-02-24 10:53:42,39.3,21.7,62.0,6.78,1013.0,31.0
826,781,2024-02-24 10:53:42,39.3,21.7,62.0,6.78,1013.0,32.0
827,782,2024-02-24 10:58:49,39.3,21.7,62.0,6.78,1013.0,31.0
828,783,2024-02-24 11:03:57,39.2,21.7,60.0,6.89,1013.0,31.0
829,784,2024-02-24 11:09:03,39.2,21.7,60.0,6.96,1013.0,31.0
830,785,2024-02-24 11:14:10,39.2,21.7,59.0,6.96,1013.0,31.0
831,786,2024-02-24 11:19:29,39.2,21.7,57.0,7.16,1013.0,31.0
832,787,2024-02-24 11:24:36,39.2,21.7,57.0,7.16,1013.0,31.0
833,788,2024-02-24 11:29:42,39.2,21.7,57.0,7.21,1013.0,31.0
834,789,2024-02-24 11:34:49,39.1,21.7,57.0,7.29,1013.0,31.0
835,790,2024-02-24 11:39:56,39.1,21.7,57.0,7.27,1013.0,31.0
836,791,2024-02-24 11:45:05,39.1,21.7,57.0,7.28,1013.0,31.0
837,792,2024-02-24 11:50:12,39.1,21.7,57.0,7.27,1013.0,31.0
838,793,2024-02-24 11:55:19,39.0,21.7,55.0,7.52,1013.0,31.0
839,794,2024-02-24 12:00:25,39.1,21.7,55.0,7.58,1013.0,31.0
840,795,2024-02-24 12:05:33,39.0,21.7,55.0,7.84,1014.0,30.0
841,796,2024-02-24 12:10:40,39.0,21.7,55.0,7.98,1014.0,30.0
842,797,2024-02-24 12:15:47,38.9,21.7,55.0,7.9,1014.0,30.0
843,798,2024-02-24 12:20:53,38.9,21.7,54.0,7.93,1014.0,30.0
844,799,2024-02-24 12:26:00,38.8,21.7,54.0,7.97,1014.0,29.0
845,800,2024-02-24 12:31:06,38.8,21.7,54.0,8.04,1014.0,28.0
846,801,2024-02-24 12:36:13,38.9,21.7,54.0,8.11,1014.0,28.0
847,802,2024-02-24 12:41:21,38.9,21.7,54.0,8.11,1014.0,28.0
848,803,2024-02-24 12:46:27,38.7,21.7,53.0,8.15,1014.0,28.0
849,804,2024-02-24 12:51:35,38.8,21.7,52.0,8.32,1014.0,27.0
850,805,2024-02-24 12:56:41,38.8,21.6,52.0,8.31,1014.0,27.0
851,806,2024-02-24 13:01:49,38.8,21.6,52.0,8.34,1014.0,27.0
852,807,2024-02-24 13:06:55,38.7,21.6,52.0,8.38,1014.0,26.0
853,808,2024-02-24 13:12:01,38.7,21.6,52.0,8.34,1014.0,26.0
854,809,2024-02-24 13:17:08,38.7,21.6,52.0,8.42,1014.0,26.0
855,810,2024-02-24 13:22:15,38.7,21.6,51.0,8.54,1014.0,26.0
856,811,2024-02-24 13:27:24,38.8,21.6,51.0,8.54,1014.0,26.0
857,812,2024-02-24 13:32:32,38.7,21.6,51.0,8.63,1014.0,25.0
858,813,2024-02-24 13:43:17,38.8,21.6,51.0,8.56,1014.0,25.0
859,814,2024-02-24 13:54:01,38.7,21.6,51.0,8.59,1014.0,25.0
860,815,2024-02-24 13:59:08,39.0,21.6,51.0,8.6,1014.0,24.0
861,816,2024-02-24 14:04:15,39.3,21.6,51.0,8.6,1014.0,24.0
862,817,2024-02-24 14:09:29,39.6,21.6,50.0,8.83,1014.0,24.0
863,818,2024-02-24 14:14:35,40.0,21.6,50.0,8.83,1014.0,24.0
864,819,2024-02-24 14:19:42,39.9,21.6,49.0,8.94,1014.0,24.0
865,820,2024-02-24 14:24:49,39.9,21.6,48.0,9.09,1014.0,24.0
866,821,2024-02-24 14:29:55,39.5,21.6,48.0,9.09,1014.0,23.0
867,822,2024-02-24 14:35:01,39.7,21.6,48.0,9.1,1014.0,23.0
868,823,2024-02-24 14:40:15,39.6,21.6,48.0,9.1,1014.0,23.0
869,824,2024-02-24 14:45:30,39.5,21.6,48.0,9.1,1014.0,23.0
870,825,2024-02-24 14:50:37,39.5,21.6,47.0,9.42,1014.0,23.0
871,826,2024-02-24 14:55:44,39.3,21.6,47.0,9.53,1014.0,23.0
872,827,2024-02-24 15:00:50,39.4,21.6,47.0,9.58,1014.0,23.0
873,828,2024-02-24 15:05:57,39.3,21.5,46.0,9.58,1014.0,23.0
874,829,2024-02-24 15:11:04,39.4,21.5,46.0,9.52,1014.0,23.0
875,830,2024-02-24 15:16:10,39.4,21.5,45.0,9.61,1014.0,23.0
876,831,2024-02-24 15:21:17,39.4,21.5,45.0,9.64,1014.0,22.0
877,831,2024-02-24 15:21:17,39.4,21.5,45.0,9.64,1014.0,23.0
878,832,2024-02-24 15:26:23,39.4,21.5,45.0,9.61,1014.0,23.0
879,832,2024-02-24 15:26:23,39.4,21.5,45.0,9.61,1014.0,22.0
880,833,2024-02-24 15:31:29,39.4,21.5,45.0,9.76,1014.0,22.0
881,833,2024-02-24 15:31:29,39.4,21.5,45.0,9.76,1014.0,23.0
882,834,2024-02-24 15:36:36,39.3,21.5,46.0,9.63,1014.0,22.0
883,835,2024-02-24 15:41:43,39.3,21.5,45.0,9.76,1014.0,22.0
884,836,2024-02-24 15:46:50,39.3,21.5,47.0,9.57,1014.0,22.0
885,837,2024-02-24 15:51:56,39.4,21.4,47.0,9.55,1014.0,22.0
886,838,2024-02-24 15:57:03,39.4,21.4,47.0,9.55,1014.0,22.0
887,839,2024-02-24 16:02:09,39.3,21.5,47.0,9.63,1014.0,22.0
888,840,2024-02-24 16:07:16,39.3,21.4,48.0,9.62,1014.0,22.0
889,841,2024-02-24 16:12:22,39.3,21.4,48.0,9.62,1014.0,22.0
890,842,2024-02-24 16:17:28,39.3,21.4,48.0,9.62,1014.0,22.0
891,843,2024-02-24 16:22:35,39.3,21.4,49.0,9.56,1014.0,22.0
892,844,2024-02-24 16:27:41,39.3,21.4,49.0,9.56,1014.0,22.0
893,845,2024-02-24 16:32:47,39.2,21.4,49.0,9.56,1014.0,23.0
894,845,2024-02-24 16:32:47,39.2,21.4,49.0,9.56,1014.0,22.0
895,846,2024-02-24 16:37:54,39.3,21.4,49.0,9.57,1014.0,22.0
896,847,2024-02-24 16:43:01,39.3,21.4,50.0,9.55,1014.0,22.0
897,848,2024-02-24 16:48:10,39.2,21.4,49.0,9.56,1014.0,24.0
898,849,2024-02-24 16:53:16,39.2,21.4,49.0,9.61,1014.0,26.0
899,850,2024-02-24 16:58:23,39.2,21.4,48.0,9.6,1014.0,27.0
900,851,2024-02-24 17:03:30,39.2,21.4,48.0,9.6,1014.0,27.0
901,852,2024-02-24 17:08:36,39.2,21.4,47.0,9.78,1014.0,28.0
902,853,2024-02-24 17:13:43,39.2,21.4,47.0,9.74,1014.0,28.0
903,854,2024-02-24 17:18:50,39.2,21.4,47.0,9.72,1014.0,29.0
904,855,2024-02-24 17:23:56,39.2,21.3,47.0,9.72,1014.0,29.0
905,856,2024-02-24 17:29:03,39.3,21.3,47.0,9.72,1014.0,29.0
906,857,2024-02-24 17:34:10,39.3,21.3,47.0,9.69,1014.0,29.0
907,858,2024-02-24 17:39:16,39.2,21.3,47.0,9.76,1014.0,30.0
908,859,2024-02-24 17:44:23,39.3,21.3,47.0,9.64,1014.0,30.0
909,860,2024-02-24 17:49:29,39.3,21.4,46.0,9.83,1015.0,30.0
910,861,2024-02-24 17:54:35,39.3,21.3,47.0,9.64,1014.0,30.0
911,862,2024-02-24 17:59:42,39.3,21.3,46.0,9.8,1015.0,30.0
912,863,2024-02-24 18:04:48,39.3,21.3,46.0,9.8,1015.0,30.0
913,864,2024-02-24 18:09:55,39.2,21.3,46.0,9.8,1015.0,30.0
914,865,2024-02-24 18:15:01,39.3,21.3,46.0,9.78,1015.0,30.0
915,866,2024-02-24 18:20:07,39.3,21.3,46.0,9.78,1015.0,30.0
916,867,2024-02-24 18:25:14,39.3,21.3,46.0,9.85,1015.0,30.0
917,868,2024-02-24 18:30:20,39.3,21.3,47.0,9.59,1015.0,30.0
918,869,2024-02-24 18:35:26,39.3,21.3,48.0,9.52,1015.0,30.0
919,870,2024-02-24 18:40:33,39.3,21.3,47.0,9.59,1015.0,30.0
920,871,2024-02-24 18:45:39,39.3,21.3,48.0,9.5,1015.0,30.0
921,872,2024-02-24 18:50:46,39.2,21.3,48.0,9.44,1015.0,30.0
922,873,2024-02-24 18:55:52,39.1,21.3,48.0,9.43,1015.0,30.0
923,874,2024-02-24 19:00:58,39.1,21.3,48.0,9.51,1015.0,30.0
924,875,2024-02-24 19:06:05,39.1,21.3,49.0,9.2,1015.0,30.0
925,876,2024-02-24 19:11:11,39.0,21.3,49.0,9.27,1015.0,30.0
926,877,2024-02-24 19:16:18,39.0,21.3,49.0,9.27,1015.0,30.0
927,878,2024-02-24 19:21:24,39.0,21.3,50.0,8.82,1016.0,30.0
928,878,2024-02-24 19:21:24,39.0,21.3,50.0,8.82,1016.0,31.0
929,879,2024-02-24 19:26:31,39.0,21.3,50.0,8.74,1016.0,30.0
930,879,2024-02-24 19:26:31,39.0,21.3,50.0,8.74,1016.0,31.0
931,880,2024-02-24 19:31:37,38.8,21.3,50.0,8.74,1016.0,31.0
932,880,2024-02-24 19:31:37,38.8,21.3,50.0,8.74,1016.0,30.0
933,881,2024-02-24 19:37:02,38.7,21.3,51.0,8.74,1016.0,31.0
934,882,2024-02-24 19:42:08,38.8,21.3,51.0,8.74,1016.0,31.0
935,883,2024-02-24 19:47:14,38.7,21.4,52.0,8.64,1016.0,31.0
936,883,2024-02-24 19:47:14,38.7,21.4,52.0,8.64,1016.0,30.0
937,884,2024-02-24 20:09:06,38.5,21.4,53.0,8.54,1016.0,31.0
938,885,2024-02-24 20:14:13,38.4,21.4,54.0,8.47,1016.0,31.0
939,886,2024-02-24 20:19:19,38.5,21.4,54.0,8.24,1016.0,31.0
940,887,2024-02-24 20:24:27,38.4,21.4,55.0,8.25,1016.0,31.0
941,888,2024-02-24 20:35:14,38.4,21.4,55.0,8.21,1016.0,31.0
942,889,2024-02-24 20:40:29,38.4,21.4,55.0,8.14,1016.0,31.0
943,890,2024-02-24 20:45:38,38.4,21.4,55.0,8.14,1016.0,31.0
944,891,2024-02-24 20:50:53,38.4,21.4,55.0,8.14,1016.0,31.0
945,892,2024-02-24 20:56:05,38.4,21.4,57.0,8.04,1016.0,31.0
946,893,2024-02-24 21:01:18,38.4,21.4,57.0,8.04,1016.0,31.0
947,894,2024-02-24 21:06:33,38.4,21.4,58.0,8.0,1016.0,31.0
948,895,2024-02-24 21:11:39,38.4,21.4,58.0,8.0,1016.0,31.0
949,896,2024-02-24 21:16:46,38.4,21.4,59.0,7.8,1016.0,31.0
950,897,2024-02-24 21:21:55,38.4,21.5,59.0,7.91,1016.0,31.0
951,898,2024-02-24 21:32:42,38.4,21.5,61.0,7.77,1016.0,31.0
952,899,2024-02-24 21:37:50,38.5,21.4,61.0,7.77,1016.0,31.0
953,900,2024-02-24 21:42:56,38.4,21.5,61.0,7.77,1016.0,31.0
954,901,2024-02-24 21:48:02,38.4,21.5,63.0,7.49,1016.0,31.0
955,902,2024-02-24 21:53:09,38.5,21.5,63.0,7.49,1016.0,31.0
956,903,2024-02-24 21:58:15,38.5,21.5,63.0,7.49,1016.0,31.0
957,903,2024-02-24 21:58:15,38.5,21.5,63.0,7.49,1016.0,30.0
958,904,2024-02-24 22:03:22,38.5,21.5,64.0,7.43,1016.0,30.0
959,905,2024-02-24 22:08:28,38.5,21.5,68.0,7.08,1016.0,30.0
960,906,2024-02-24 22:13:34,38.4,21.5,69.0,7.02,1016.0,30.0
961,907,2024-02-24 22:18:41,38.5,21.5,69.0,7.02,1016.0,29.0
962,908,2024-02-24 22:23:47,38.4,21.5,71.0,7.15,1016.0,29.0
963,909,2024-02-24 22:28:54,38.4,21.5,71.0,7.15,1016.0,28.0
964,910,2024-02-24 22:34:00,38.4,21.5,72.0,6.91,1016.0,28.0
965,911,2024-02-24 22:39:06,38.3,21.5,72.0,6.91,1016.0,28.0
966,912,2024-02-24 22:44:13,38.3,21.5,72.0,6.91,1016.0,28.0
967,913,2024-02-24 22:49:19,38.3,21.5,73.0,6.72,1016.0,27.0
968,914,2024-02-24 22:54:25,38.4,21.5,73.0,6.65,1016.0,27.0
969,915,2024-02-24 22:59:32,38.3,21.5,73.0,6.63,1016.0,27.0
970,916,2024-02-24 23:04:38,38.5,21.5,73.0,6.63,1016.0,26.0
971,917,2024-02-24 23:09:45,38.4,21.5,73.0,6.6,1017.0,26.0
972,918,2024-02-24 23:14:51,38.4,21.5,73.0,6.6,1017.0,26.0
973,919,2024-02-24 23:19:58,38.3,21.5,72.0,6.64,1017.0,25.5
974,920,2024-02-24 23:25:04,38.4,21.5,73.0,6.68,1017.0,25.0
975,921,2024-02-24 23:30:11,38.4,21.5,72.0,6.64,1017.0,25.0
976,922,2024-02-24 23:35:17,38.5,21.5,73.0,6.51,1017.0,25.0
977,923,2024-02-24 23:40:23,38.5,21.5,73.0,6.59,1017.0,25.0
978,924,2024-02-24 23:45:30,38.5,21.5,73.0,6.51,1017.0,25.0
979,924,2024-02-24 23:45:30,38.5,21.5,73.0,6.51,1017.0,24.0
980,925,2024-02-24 23:50:37,38.5,21.4,74.0,6.39,1017.0,24.0
981,925,2024-02-24 23:50:37,38.5,21.4,74.0,6.39,1017.0,25.0
982,926,2024-02-24 23:55:43,38.5,21.4,74.0,6.39,1017.0,24.0
983,927,2024-02-25 00:00:49,38.5,21.4,75.0,6.36,1017.0,24.0
984,928,2024-02-25 00:05:56,38.5,21.4,75.0,6.44,1017.0,24.0
985,929,2024-02-25 00:11:02,38.5,21.4,76.0,6.33,1016.0,24.0
986,930,2024-02-25 00:16:09,38.5,21.4,76.0,6.26,1016.0,23.0
987,931,2024-02-25 00:21:15,38.5,21.4,77.0,6.27,1016.0,23.0
988,932,2024-02-25 00:26:22,38.4,21.4,77.0,6.27,1016.0,23.0
989,933,2024-02-25 00:31:28,38.4,21.4,77.0,6.27,1016.0,23.0
990,934,2024-02-25 00:36:34,38.5,21.4,77.0,6.35,1016.0,23.0
991,935,2024-02-25 00:41:41,38.4,21.3,77.0,6.32,1016.0,23.0
992,936,2024-02-25 00:46:47,38.4,21.3,77.0,6.32,1016.0,23.0
993,936,2024-02-25 00:46:47,38.4,21.3,77.0,6.32,1016.0,22.0
994,937,2024-02-25 00:51:53,38.4,21.3,78.0,6.19,1016.0,23.0
995,938,2024-02-25 00:57:00,38.4,21.3,78.0,6.27,1016.0,23.0
996,939,2024-02-25 01:02:06,38.4,21.3,79.0,6.06,1016.0,23.0
997,940,2024-02-25 01:07:13,38.4,21.3,79.0,6.06,1016.0,23.0
998,941,2024-02-25 01:12:19,38.4,21.3,80.0,6.0,1016.0,25.0
999,942,2024-02-25 01:17:25,38.4,21.3,80.0,6.13,1016.0,25.0
1000,943,2024-02-25 01:22:32,38.4,21.2,80.0,6.13,1016.0,26.0
1001,944,2024-02-25 01:27:39,38.4,21.2,80.0,6.19,1016.0,28.0
1002,945,2024-02-25 01:32:45,38.4,21.2,81.0,6.19,1016.0,30.0
1003,946,2024-02-25 01:37:51,38.4,21.2,81.0,6.12,1016.0,30.0
1004,947,2024-02-25 01:42:58,38.5,21.2,81.0,6.14,1016.0,31.0
1005,948,2024-02-25 01:48:04,38.4,21.2,82.0,6.09,1016.0,32.0
1006,949,2024-02-25 01:53:11,38.5,21.2,82.0,6.13,1016.0,32.0
1007,950,2024-02-25 01:58:17,38.5,21.2,82.0,6.09,1016.0,32.0
1008,951,2024-02-25 02:03:23,38.5,21.1,84.0,6.11,1015.0,32.0
1009,952,2024-02-25 02:08:30,38.5,21.2,84.0,6.06,1015.0,32.0
1010,953,2024-02-25 02:13:36,38.5,21.2,84.0,6.06,1015.0,31.0
1011,954,2024-02-25 02:18:43,38.5,21.2,85.0,6.06,1015.0,32.0
1012,955,2024-02-25 02:23:49,38.5,21.2,86.0,6.0,1015.0,32.0
1013,956,2024-02-25 02:28:55,38.5,21.1,85.0,6.06,1015.0,32.0
1014,957,2024-02-25 02:34:02,38.6,21.2,86.0,6.0,1015.0,32.0
1015,958,2024-02-25 02:39:08,38.6,21.1,86.0,6.0,1015.0,32.0
1016,959,2024-02-25 02:44:14,38.6,21.1,86.0,5.99,1015.0,32.0
1017,960,2024-02-25 02:49:21,38.5,21.1,87.0,5.99,1015.0,32.0
1018,961,2024-02-25 02:54:27,38.6,21.2,87.0,5.99,1015.0,32.0
1019,962,2024-02-25 02:59:34,38.6,21.2,87.0,5.99,1015.0,32.0
1020,963,2024-02-25 03:04:40,38.7,21.1,87.0,5.99,1015.0,32.0
1021,964,2024-02-25 03:09:46,38.6,21.2,87.0,6.03,1015.0,32.0
1022,965,2024-02-25 03:14:53,38.6,21.1,87.0,6.03,1015.0,32.0
1023,966,2024-02-25 03:19:59,38.7,21.2,88.0,5.96,1015.0,32.0
1024,967,2024-02-25 03:25:06,38.7,21.2,88.0,5.96,1015.0,32.0
1025,968,2024-02-25 03:30:12,38.8,21.2,87.0,5.96,1015.0,32.0
1026,969,2024-02-25 03:35:18,38.8,21.2,87.0,5.96,1015.0,32.0
1027,970,2024-02-25 03:40:25,38.7,21.1,88.0,5.96,1015.0,32.0
1028,971,2024-02-25 03:45:32,38.8,21.2,88.0,5.96,1015.0,32.0
1029,972,2024-02-25 03:50:38,38.7,21.2,88.0,5.97,1015.0,32.0
1030,973,2024-02-25 03:55:44,38.7,21.2,88.0,5.91,1014.0,32.0
1031,974,2024-02-25 04:00:51,38.8,21.2,88.0,5.93,1014.0,31.0
1032,975,2024-02-25 04:05:57,38.8,21.2,88.0,5.88,1014.0,30.0
1033,975,2024-02-25 04:05:57,38.8,21.2,88.0,5.88,1014.0,31.0
1034,976,2024-02-25 04:11:03,38.8,21.2,88.0,5.88,1014.0,31.0
1035,976,2024-02-25 04:11:03,38.8,21.2,88.0,5.88,1014.0,30.0
1036,977,2024-02-25 04:16:10,38.8,21.2,89.0,5.88,1014.0,30.0
1037,978,2024-02-25 04:21:16,38.8,21.2,89.0,5.88,1014.0,30.0
1038,979,2024-02-25 04:26:23,38.8,21.2,89.0,5.94,1014.0,30.0
1039,980,2024-02-25 04:31:29,38.8,21.3,89.0,5.94,1014.0,31.0
1040,980,2024-02-25 04:31:29,38.8,21.3,89.0,5.94,1014.0,30.0
1041,981,2024-02-25 04:36:35,38.8,21.2,89.0,6.0,1014.0,30.0
1042,981,2024-02-25 04:36:35,38.8,21.2,89.0,6.0,1014.0,31.0
1043,982,2024-02-25 04:41:42,38.8,21.3,89.0,5.94,1014.0,30.0
1044,983,2024-02-25 04:46:49,38.8,21.2,89.0,5.94,1014.0,30.0
1045,984,2024-02-25 04:51:56,38.8,21.3,89.0,5.94,1014.0,30.0
1046,985,2024-02-25 04:57:02,38.8,21.3,89.0,6.0,1014.0,30.0
1047,986,2024-02-25 05:02:08,38.8,21.3,89.0,6.07,1014.0,30.0
1048,987,2024-02-25 05:07:14,38.8,21.3,89.0,6.29,1013.0,30.0
1049,988,2024-02-25 05:12:21,38.8,21.3,89.0,6.29,1013.0,30.0
1050,989,2024-02-25 05:17:27,38.8,21.3,90.0,6.3,1013.0,30.0
1051,990,2024-02-25 05:22:34,38.8,21.3,90.0,6.3,1013.0,30.0
1052,991,2024-02-25 05:27:40,38.8,21.3,90.0,6.37,1013.0,30.0
1053,992,2024-02-25 05:32:46,38.8,21.3,90.0,6.37,1013.0,30.0
1054,993,2024-02-25 05:37:53,38.8,21.3,90.0,6.3,1013.0,30.0
1055,994,2024-02-25 05:43:00,38.8,21.4,90.0,6.3,1013.0,30.0
1056,995,2024-02-25 05:48:06,38.9,21.3,91.0,6.29,1013.0,30.0
1057,996,2024-02-25 05:53:13,38.9,21.4,91.0,6.29,1013.0,30.0
1058,997,2024-02-25 05:58:19,38.8,21.3,92.0,6.41,1013.0,30.0
1059,998,2024-02-25 06:03:25,38.9,21.4,92.0,6.41,1013.0,30.0
1060,999,2024-02-25 06:08:32,38.9,21.4,92.0,6.51,1013.0,30.0
1061,1000,2024-02-25 06:13:38,38.8,21.4,93.0,6.51,1013.0,30.0
1062,1001,2024-02-25 06:18:45,38.9,21.4,93.0,6.59,1013.0,30.0
1063,1002,2024-02-25 06:23:51,38.9,21.4,93.0,6.64,1013.0,30.0
1064,1003,2024-02-25 06:28:57,38.9,21.4,93.0,6.64,1013.0,30.0
1065,1004,2024-02-25 06:34:04,38.9,21.4,93.0,6.63,1013.0,30.0
1066,1005,2024-02-25 06:39:11,38.9,21.4,93.0,6.64,1013.0,30.0
1067,1006,2024-02-25 06:44:17,38.9,21.5,93.0,6.7,1013.0,30.0
1068,1007,2024-02-25 06:49:23,38.9,21.5,92.0,6.79,1013.0,30.0
1069,1008,2024-02-25 06:54:30,38.9,21.5,92.0,6.8,1013.0,30.0
1070,1009,2024-02-25 06:59:36,38.9,21.5,92.0,6.87,1013.0,30.0
1071,1010,2024-02-25 07:04:43,38.9,21.5,92.0,6.8,1013.0,30.0
1072,1011,2024-02-25 07:09:50,39.0,21.5,92.0,6.94,1013.0,30.0
1073,1012,2024-02-25 07:14:57,39.0,21.5,92.0,6.94,1013.0,30.0
1074,1013,2024-02-25 07:20:03,39.0,21.5,93.0,6.94,1013.0,30.0
1075,1014,2024-02-25 07:25:10,39.0,21.5,93.0,6.94,1013.0,30.0
1076,1015,2024-02-25 07:30:16,39.0,21.5,93.0,6.94,1013.0,30.0
1077,1016,2024-02-25 07:35:23,39.0,21.5,93.0,6.94,1013.0,30.0
1078,1017,2024-02-25 07:40:29,39.0,21.6,94.0,6.99,1013.0,30.0
1079,1018,2024-02-25 07:45:35,39.0,21.6,94.0,6.99,1013.0,30.0
1080,1019,2024-02-25 07:50:42,39.1,21.6,94.0,7.08,1013.0,30.0
1081,1020,2024-02-25 07:55:48,39.1,21.6,94.0,7.08,1013.0,31.0
1082,1020,2024-02-25 07:55:48,39.1,21.6,94.0,7.08,1013.0,30.0
1083,1021,2024-02-25 08:00:55,39.1,21.6,94.0,7.14,1012.0,31.0
1084,1022,2024-02-25 08:06:01,39.1,21.6,95.0,7.17,1013.0,30.0
1085,1022,2024-02-25 08:06:01,39.1,21.6,95.0,7.17,1013.0,31.0
1086,1023,2024-02-25 08:11:08,39.2,21.6,95.0,7.17,1013.0,31.0
1087,1024,2024-02-25 08:16:15,39.1,21.6,94.0,7.22,1013.0,31.0
1088,1024,2024-02-25 08:16:15,39.1,21.6,94.0,7.22,1013.0,30.0
1089,1025,2024-02-25 08:21:21,39.2,21.6,95.0,7.29,1013.0,30.0
1090,1026,2024-02-25 08:26:28,39.1,21.6,94.0,7.28,1013.0,30.0
1091,1027,2024-02-25 08:31:34,39.1,21.6,94.0,7.35,1013.0,30.0
1092,1028,2024-02-25 08:36:41,39.2,21.6,94.0,7.35,1013.0,31.0
1093,1028,2024-02-25 08:36:41,39.2,21.6,94.0,7.35,1013.0,30.0
1094,1029,2024-02-25 08:41:48,39.2,21.7,94.0,7.37,1013.0,31.0
1095,1030,2024-02-25 08:46:55,39.2,21.7,94.0,7.38,1013.0,31.0
1096,1031,2024-02-25 08:52:01,39.2,21.7,94.0,7.45,1013.0,31.0
1097,1031,2024-02-25 08:52:01,39.2,21.7,94.0,7.45,1013.0,30.0
1098,1032,2024-02-25 08:57:08,39.2,21.7,94.0,7.45,1013.0,30.0
1099,1032,2024-02-25 08:57:08,39.2,21.7,94.0,7.45,1013.0,31.0
1100,1033,2024-02-25 09:02:15,39.3,21.7,94.0,7.52,1013.0,31.0
1101,1034,2024-02-25 09:07:21,39.3,21.7,94.0,7.55,1013.0,30.0
1102,1035,2024-02-25 09:12:27,39.3,21.7,93.0,7.66,1013.0,30.0
1103,1036,2024-02-25 09:17:34,39.3,21.7,93.0,7.79,1013.0,31.0
1104,1037,2024-02-25 09:22:41,39.3,21.7,93.0,7.9,1013.0,31.0
1105,1038,2024-02-25 09:27:47,39.3,21.7,93.0,7.9,1013.0,31.0
1106,1039,2024-02-25 09:32:54,39.3,21.7,93.0,7.96,1013.0,30.0
1107,1040,2024-02-25 09:38:00,39.3,21.7,93.0,8.02,1013.0,30.0
1108,1041,2024-02-25 09:43:07,39.4,21.7,93.0,8.16,1013.0,30.0
1109,1042,2024-02-25 09:48:13,39.4,21.7,93.0,8.23,1013.0,30.0
1110,1043,2024-02-25 09:53:20,39.4,21.7,93.0,8.28,1013.0,30.0
1111,1044,2024-02-25 09:58:26,39.4,21.7,93.0,8.28,1013.0,30.0
1112,1045,2024-02-25 10:03:32,39.4,21.7,93.0,8.36,1013.0,30.0
1113,1046,2024-02-25 10:08:39,39.5,21.8,92.0,8.61,1013.0,30.0
1114,1047,2024-02-25 10:13:45,39.4,21.7,92.0,8.61,1013.0,31.0
1115,1048,2024-02-25 10:18:52,39.5,21.8,92.0,8.61,1013.0,31.0
1116,1049,2024-02-25 10:23:59,39.5,21.8,91.0,8.93,1013.0,31.0
1117,1049,2024-02-25 10:23:59,39.5,21.8,91.0,8.93,1013.0,30.0
1118,1050,2024-02-25 10:29:05,39.5,21.8,91.0,8.94,1013.0,30.0
1119,1051,2024-02-25 10:34:11,39.5,21.8,90.0,9.19,1013.0,30.0
1120,1052,2024-02-25 10:39:18,39.5,21.8,91.0,8.94,1013.0,30.0
